Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK6146,Cameron Brown,Of Counsel,Terminated,Toronto,Real Estate,M&A,1219,1168,MT5980,Gomez v. Hardy,Divorce,Closed,London,Employment,Intellectual Property,Charles Cummings,Laura Figueroa,Shawn Garcia,Joshua Barton,148935,127,CL3980,Marilyn Rodriguez,"5230 Wilson Forest
South Jasonberg, ME 61274",Inactive,Government,INV-72760,1/12/2025,45,52560,41,47888,1577,744,91.11,35.43,48,56064,1168,29326,1791,1022,9167,1909,6574,Appeal,Research,Court Appearance,4/10/2024,4,Court Appearance for Gomez v. Hardy,Unprofitable,Low,Yes,No,Yes
TK1165,Jimmy Dean,Partner,Active,New York,Tax,Family Law,766,587,MT4239,Hanson v. Powell,Patent Filing,Closed,California,Litigation,Commercial Litigation,Kristen Lloyd,Ashley Gordon,Rachel Mosley,Angela Turner,353255,155,CL6699,Alexander Inc,"2082 Bryan Ways Suite 310
Moodytown, TN 65962",Active,Government,INV-02037,4/6/2024,21,12327,8,4696,1484,226,38.1,13.55,27,15849,587,0,9841,12298,278,1330,2645,Appeal,Negotiation,Court Appearance,2/23/2025,7,Court Appearance for Hanson v. Powell,Unprofitable,Low,Yes,No,Yes
TK5118,Mary Irwin,Of Counsel,Active,London,Litigation,M&A,922,817,MT2891,Rosario v. Brown,M&A,Closed,Toronto,Employment,Intellectual Property,Amanda Cooper,Brian Mckenzie,James Foster,Curtis Jennings,465787,296,CL9269,"Bell, Smith and Ross","228 Orr Ferry
South Melissatown, FM 34192",Inactive,Government,INV-97386,8/19/2024,32,26144,18,14706,208,994,56.25,10.81,34,27778,817,0,746,11982,8583,2492,4496,Trial,Research,Draft Motion,5/1/2024,8,Draft Motion for Rosario v. Brown,Profitable,High,No,Yes,No
TK3803,Felicia Garcia,Associate,Terminated,Sydney,Real Estate,Family Law,426,253,MT9508,Harrison v. Norris,Divorce,Closed,London,Real Estate,Intellectual Property,Christopher Jones,Adam Patterson,Megan Martin,Nathaniel Krause,316365,396,CL5536,"Clayton, Rodriguez and Jones","USNS Pennington
FPO AA 89027",Active,Individual,INV-58205,5/18/2024,78,19734,64,16192,1692,974,82.05,19.7,78,19734,253,47891,366,10835,2586,223,6442,Discovery,Negotiation,Court Appearance,10/3/2024,6,Court Appearance for Harrison v. Norris,Unprofitable,Medium,No,No,Yes
TK0525,Heather Green,Of Counsel,Active,Sydney,Litigation,Criminal Defense,1400,1287,MT5509,Mills v. Garcia,M&A,Active,New York,Real Estate,M&A,Joseph Caldwell,Richard Walker,Marc Hernandez,Tiffany Oconnell,200546,173,CL8941,Roberta Braun,"8245 Robinson Landing Suite 636
Martinfort, OR 11642",Inactive,Government,INV-57234,11/8/2023,138,177606,132,169884,929,672,95.65,79.77,149,191763,1287,0,6090,9441,2373,2494,8151,Document Review,Deposition,Research Case Law,11/25/2024,7,Research Case Law for Mills v. Garcia,Unprofitable,Medium,No,Yes,No
TK7706,Tiffany Jones,Of Counsel,Active,New York,Corporate,Criminal Defense,540,355,MT8461,Ryan v. Summers,Patent Filing,Closed,California,Employment,M&A,Linda Graham,Lindsey Joseph,Megan Morris,Jonathan Trujillo,401297,478,CL1167,Jennifer Soto,"331 Turner Bypass
East Josephstad, PR 82194",Inactive,Government,INV-16542,6/15/2023,72,25560,54,19170,1218,881,75,15.06,72,25560,355,31798,5005,12242,1616,2011,7832,Settlement,Drafting,Client Meeting,7/12/2024,6,Client Meeting for Ryan v. Summers,Profitable,High,Yes,No,No
TK7434,Hailey Campbell,Associate,Terminated,Toronto,Tax,Intellectual Property,179,82,MT8928,Davis v. Salas,M&A,Closed,California,Real Estate,Criminal Defense,Taylor Campbell,Stacy Williams,Kelly Keller,Erica Vance,384288,232,CL0061,Smith-Chaney,"5074 Anthony Manors Suite 922
New Bridgetmouth, MO 18920",Active,Nonprofit,INV-13510,11/14/2024,138,11316,120,9840,699,176,86.96,59.48,147,12054,82,40334,7344,4714,524,4915,2213,Document Review,Negotiation,Court Appearance,6/2/2024,10,Court Appearance for Davis v. Salas,Profitable,High,No,No,No
TK0439,Dustin Lee,Associate,Terminated,London,Tax,Commercial Litigation,792,634,MT0921,Anthony v. Sanford,Criminal Case,Closed,New York,Employment,M&A,Nancy Carroll,Heather Fernandez,Diana Woods,Jonathan Jones,74499,485,CL1622,"Lopez, Watkins and Potter","931 Brian Lane Apt. 513
East Jonathan, NJ 82060",Active,Nonprofit,INV-62075,6/12/2023,145,91930,130,82420,593,102,89.66,29.9,145,91930,634,22319,5431,7373,8630,1011,4138,Document Review,Deposition,Court Appearance,3/31/2024,6,Court Appearance for Anthony v. Sanford,Profitable,Low,Yes,Yes,No
TK1892,John Smith,Associate,Terminated,Toronto,Tax,Intellectual Property,1118,1104,MT6541,Mccullough v. Romero,Divorce,Closed,Toronto,Employment,Family Law,Jeffrey Davis,Kristin Flynn,Raymond Taylor,Bradley Gomez,361784,485,CL7821,Young-Weber,"915 Tyler Dam Apt. 442
Wilsonmouth, IA 61435",Active,Nonprofit,INV-47445,4/8/2023,117,129168,107,118128,266,578,91.45,24.12,117,129168,1104,36640,7513,4493,28,1532,4492,Appeal,Research,Document Review,1/12/2025,10,Document Review for Mccullough v. Romero,Profitable,Medium,Yes,No,No
TK1755,Charles Hale,Associate,Terminated,New York,Real Estate,Family Law,841,778,MT3321,Brooks v. Mueller,M&A,Closed,London,Real Estate,M&A,Steven Herrera,Daniel Graves,Lori Blackburn,William Shaw,190669,350,CL3687,Tiffany Morgan,"78479 Salinas Bypass Apt. 677
East Monique, GA 66617",Inactive,Corporation,INV-64400,12/15/2024,89,69242,70,54460,599,755,78.65,25.43,108,84024,778,0,6237,7508,9144,4700,3949,Discovery,Negotiation,Draft Motion,10/16/2024,9,Draft Motion for Brooks v. Mueller,Unprofitable,Medium,Yes,Yes,Yes
TK4158,William Jimenez,Of Counsel,Terminated,London,Litigation,M&A,636,580,MT2532,Grant v. Bowman,Divorce,Closed,Toronto,Employment,Family Law,Joshua Garrison,Victoria Clark,Mr. Anthony Jones,Julie Cruz,316034,218,CL7325,Barrera-Walker,"1821 Danielle Glens
Vincentmouth, OK 21105",Active,Government,INV-55606,8/5/2023,116,67280,97,56260,1911,442,83.62,53.21,127,73660,580,0,5952,10595,1172,2536,1680,Trial,Deposition,Client Meeting,8/14/2024,1,Client Meeting for Grant v. Bowman,Profitable,Low,Yes,Yes,No
TK0081,Christopher Montgomery,Law Clerk,Terminated,London,Tax,Criminal Defense,1256,1146,MT6474,Martinez v. Moore,M&A,Closed,New York,Litigation,Family Law,Alexander Johnson,William Moon,Stephanie Griffin,David Phillips,484467,431,CL4086,Alexander Ltd,"769 Jesse Course
Dennisport, OR 73656",Active,Nonprofit,INV-69363,3/11/2024,175,200550,158,181068,1456,161,90.29,40.6,184,210864,1146,0,4422,14167,3808,419,372,Trial,Filing,Client Meeting,8/26/2024,6,Client Meeting for Martinez v. Moore,Profitable,High,No,Yes,Yes
TK3852,Jennifer Anderson MD,Associate,Terminated,London,Employment,M&A,333,159,MT4275,Fox v. Sandoval,Divorce,Closed,California,Tax,Intellectual Property,Samantha Cruz,Nicholas Callahan,David Le,Amber Harris,182050,470,CL8975,James Osborne,"13500 Angela Corners Apt. 383
Alexanderhaven, CO 84940",Inactive,Individual,INV-30529,4/23/2023,125,19875,116,18444,1301,308,92.8,26.6,132,20988,159,0,7083,14718,4508,2908,808,Appeal,Filing,Document Review,6/18/2024,6,Document Review for Fox v. Sandoval,Unprofitable,Low,Yes,Yes,Yes
TK8777,Monica Ross,Paralegal,Active,New York,Real Estate,Criminal Defense,432,286,MT7419,Jenkins v. Carpenter,Patent Filing,Active,New York,Tax,Intellectual Property,Trevor Davis,Matthew Rich,Elizabeth Michael,Peter Freeman,364536,370,CL8023,Wolfe Group,"69676 Benjamin Run
Patriciashire, MH 95475",Active,Nonprofit,INV-16370,2/6/2024,132,37752,116,33176,1471,284,87.88,35.68,142,40612,286,0,4906,12382,809,2003,6743,Document Review,Filing,Client Meeting,12/1/2024,10,Client Meeting for Jenkins v. Carpenter,Profitable,High,No,Yes,No
TK8128,James Sparks,Associate,Active,London,Tax,M&A,906,804,MT8385,Flores v. Hughes,Litigation,Closed,London,Litigation,Family Law,Ashley May,Mr. Brandon Walsh,Renee Morgan,Anna Henderson,127661,388,CL2517,"Ritter, Rodgers and Johnson","4499 Jimenez Path
Benjaminton, NC 14970",Active,Government,INV-06467,9/20/2024,147,118188,127,102108,52,727,86.39,37.89,150,120600,804,0,7481,19798,9535,2622,7334,Document Review,Negotiation,Research Case Law,1/21/2025,6,Research Case Law for Flores v. Hughes,Profitable,Low,No,No,Yes
TK0745,Lisa Smith,Associate,Terminated,London,Corporate,Commercial Litigation,799,739,MT9535,Morrison v. Brown,Litigation,Active,New York,Real Estate,Intellectual Property,Janet Burnett,Barbara Garcia,Michele Marks,Cynthia Zimmerman,222489,251,CL6441,"Davis, Graham and Day","1449 Torres Well
East Janet, AS 10055",Active,Corporation,INV-77926,3/28/2023,23,16997,19,14041,1442,161,82.61,9.16,36,26604,739,0,8799,1167,6163,4546,1555,Settlement,Drafting,Court Appearance,5/10/2024,1,Court Appearance for Morrison v. Brown,Profitable,High,Yes,Yes,No
TK9117,Rachel Snyder,Paralegal,Terminated,London,Litigation,Criminal Defense,1215,1090,MT5486,Morris v. Weaver,Litigation,Active,California,Litigation,M&A,Brenda Mitchell,Katherine Parker,Cody Frazier,Joshua White,390274,422,CL2010,"Douglas, Navarro and Blake","04536 Brian Springs Suite 111
Melodybury, IL 24602",Inactive,Government,INV-22040,9/10/2024,48,52320,46,50140,1579,880,95.83,11.37,54,58860,1090,0,5567,9628,475,3235,5245,Document Review,Drafting,Draft Motion,5/13/2024,10,Draft Motion for Morris v. Weaver,Profitable,Low,Yes,Yes,Yes
TK1799,Laura May,Associate,Terminated,New York,Tax,Criminal Defense,717,695,MT0382,Jackson v. Marks,Litigation,Active,California,Employment,M&A,Donald Conway,Jessica Horton,Corey Dorsey,Ashley Medina,52267,260,CL0853,Randall-Wilson,"5893 Pope Manors
Coffeyview, VI 10560",Active,Nonprofit,INV-52930,2/2/2025,162,112590,152,105640,1534,189,93.83,62.31,167,116065,695,0,7898,17813,6354,1811,5737,Appeal,Deposition,Draft Motion,2/1/2025,9,Draft Motion for Jackson v. Marks,Profitable,Low,Yes,Yes,No
TK5899,Virginia Hunt,Of Counsel,Active,New York,Employment,Intellectual Property,551,411,MT2403,Townsend v. Ferguson,Criminal Case,Active,New York,Real Estate,M&A,Rebecca James,Charles Banks,Matthew Hunter,Kimberly Williams,139013,324,CL1212,Amanda Villa,"USCGC Hernandez
FPO AE 91425",Active,Individual,INV-69465,12/10/2023,188,77268,181,74391,116,17,96.28,58.02,199,81789,411,0,7987,13866,4313,1210,3131,Settlement,Deposition,Client Meeting,4/30/2024,6,Client Meeting for Townsend v. Ferguson,Profitable,Low,No,Yes,Yes
TK9316,Megan Gordon,Paralegal,Active,New York,Employment,Intellectual Property,1338,1316,MT3931,Harris v. Olsen,Criminal Case,Active,Sydney,Corporate,Commercial Litigation,Sharon Stewart,Nicole Butler,Charles Martinez,David Jones,218700,384,CL0155,Paul Webb,"3039 Andrew Keys Suite 102
Jonesview, TX 41329",Active,Individual,INV-53655,9/3/2023,92,121072,87,114492,1962,609,94.57,23.96,97,127652,1316,0,3323,17620,466,2137,8222,Appeal,Drafting,Client Meeting,5/26/2024,3,Client Meeting for Harris v. Olsen,Profitable,High,Yes,No,Yes
TK3493,Brenda Carter,Paralegal,Terminated,London,Tax,M&A,1324,1127,MT9733,Jenkins v. Foster,Litigation,Active,Sydney,Corporate,Commercial Litigation,Jacob Dominguez,Tiffany Davis,James Farley,Javier Hoffman,273884,208,CL9469,Ryan Travis,"1737 Vanessa Fields Apt. 681
East Kariton, MP 09346",Active,Corporation,INV-42893,7/6/2023,142,160034,132,148764,1751,42,92.96,68.27,146,164542,1127,45011,4010,15586,8989,4221,3700,Document Review,Negotiation,Research Case Law,1/3/2025,1,Research Case Law for Jenkins v. Foster,Profitable,Low,Yes,Yes,Yes
TK4052,Kyle Phillips,Of Counsel,Terminated,Toronto,Real Estate,Family Law,529,457,MT4856,Ortega v. Kennedy,Litigation,Closed,London,Corporate,Commercial Litigation,Catherine May,Monica Marquez,Thomas Martin,Wayne Hull,481724,256,CL3494,Francis-Harris,"932 Castro Mission
Tonymouth, TX 93820",Inactive,Nonprofit,INV-51676,12/9/2023,153,69921,136,62152,1402,691,88.89,59.77,154,70378,457,30268,4216,13482,6962,869,3369,Document Review,Deposition,Client Meeting,2/12/2025,1,Client Meeting for Ortega v. Kennedy,Profitable,High,No,No,Yes
TK8416,Isaiah George,Law Clerk,Terminated,Toronto,Corporate,Criminal Defense,347,184,MT6585,Hensley v. Page,M&A,Active,New York,Litigation,Criminal Defense,Nathan Munoz,April Cook,Pamela White,Alyssa Gonzalez,236515,188,CL6290,Torres-Jensen,"83554 Ashley Brooks
West Michael, OH 92511",Inactive,Individual,INV-59617,10/2/2024,123,22632,114,20976,634,18,92.68,65.43,132,24288,184,18678,2983,1778,1182,4614,6742,Settlement,Negotiation,Court Appearance,12/22/2024,2,Court Appearance for Hensley v. Page,Profitable,High,No,Yes,No
TK6799,Renee Davis,Law Clerk,Active,California,Tax,M&A,668,553,MT2279,Gardner v. Jackson,Patent Filing,Closed,London,Corporate,M&A,Michael Pratt,Shelby Rojas,Christina Perry,Shawn Jimenez,199175,159,CL5544,"Collins, Martinez and Huff","36498 Lee Villages
North Sarahton, NV 90218",Inactive,Government,INV-16134,4/29/2023,151,83503,138,76314,1268,242,91.39,94.97,157,86821,553,31695,2342,16010,5439,1724,6083,Document Review,Deposition,Document Review,6/2/2024,4,Document Review for Gardner v. Jackson,Unprofitable,Low,Yes,Yes,No
TK9520,Evelyn Lee,Law Clerk,Active,Toronto,Tax,M&A,1365,1321,MT6944,Dennis v. Mcintosh,Criminal Case,Active,California,Real Estate,Criminal Defense,Jason White Jr.,William Brown,Michelle Harris,Samuel Macdonald,267443,237,CL0436,Garcia-Johnson,"412 Bennett Burgs Suite 304
Bradleybury, FM 54143",Active,Nonprofit,INV-91958,8/5/2024,122,161162,120,158520,673,698,98.36,51.48,136,179656,1321,23768,9712,3462,4023,2732,6421,Settlement,Filing,Client Meeting,11/9/2024,6,Client Meeting for Dennis v. Mcintosh,Profitable,High,Yes,No,No
TK4484,Jacob Campbell,Law Clerk,Terminated,Sydney,Employment,Commercial Litigation,1154,1005,MT4514,Larsen v. Smith,Criminal Case,Active,New York,Corporate,Family Law,Ana Barrett,Jacob Stevenson,Russell Allen,Megan Miller,443565,479,CL8487,Mary Hill,"075 Figueroa Point
South Jared, ID 03584",Active,Nonprofit,INV-46830,8/9/2023,142,142710,139,139695,1705,79,97.89,29.65,148,148740,1005,0,1797,3925,4309,1933,9681,Discovery,Filing,Draft Motion,2/28/2025,10,Draft Motion for Larsen v. Smith,Unprofitable,Low,No,No,Yes
TK3116,Anthony Garcia PhD,Law Clerk,Active,New York,Employment,M&A,210,98,MT8483,Coleman v. Quinn,M&A,Active,New York,Litigation,Criminal Defense,Gerald Harvey,Hailey Woods,Phillip Porter,Kayla Peterson,244266,285,CL9834,"Gonzalez, Wilson and Watts","64780 Jeffrey Summit
Heatherfort, WA 39040",Active,Nonprofit,INV-47263,12/10/2024,36,3528,17,1666,1813,894,47.22,12.63,45,4410,98,21262,9943,11626,6735,1822,2651,Trial,Filing,Document Review,1/18/2025,8,Document Review for Coleman v. Quinn,Unprofitable,Medium,Yes,Yes,No
TK5912,Margaret Coleman,Of Counsel,Active,California,Tax,Intellectual Property,1270,1241,MT4586,Brown v. Diaz,Divorce,Closed,London,Corporate,Criminal Defense,Patricia Montoya,William Hunt,Jeffrey Gardner,Patrick Watson,304616,268,CL7104,Anderson-May,"86503 Colin Crest Apt. 765
Jessicachester, WV 75439",Active,Individual,INV-28305,10/27/2024,29,35989,19,23579,1756,500,65.52,10.82,41,50881,1241,15306,6462,3389,828,2740,5342,Appeal,Deposition,Court Appearance,1/22/2025,8,Court Appearance for Brown v. Diaz,Unprofitable,Medium,No,No,No
TK1085,Joseph Harris,Of Counsel,Active,Toronto,Tax,Criminal Defense,791,726,MT7519,Barton v. Small,Criminal Case,Active,Sydney,Litigation,Intellectual Property,Joseph Roberts,Gary Long,James Hart,Teresa Lynn,497798,183,CL1592,Michael Mendez,"300 Sharp Union
Meaganbury, OK 69116",Inactive,Corporation,INV-04738,7/22/2024,45,32670,43,31218,952,475,95.56,24.59,54,39204,726,26712,2510,17935,7030,2247,1457,Discovery,Research,Court Appearance,5/22/2024,10,Court Appearance for Barton v. Small,Unprofitable,Medium,Yes,No,No
TK1534,Alexis Lopez,Paralegal,Active,Sydney,Real Estate,Criminal Defense,1037,944,MT0107,Soto v. Herman,Patent Filing,Active,London,Employment,Commercial Litigation,Kristin Green,Stacy Garcia,Alyssa Murphy,Robert Frazier,54982,256,CL9485,David Ellis,"725 Jordan Parks
North Tracyburgh, IA 11177",Inactive,Government,INV-77693,7/13/2023,151,142544,141,133104,399,45,93.38,58.98,170,160480,944,0,9852,13229,742,3567,6232,Settlement,Drafting,Court Appearance,7/20/2024,10,Court Appearance for Soto v. Herman,Profitable,Medium,No,Yes,No
TK0188,Donald Peterson,Partner,Active,Sydney,Tax,Commercial Litigation,911,783,MT8914,York v. Jimenez,M&A,Closed,California,Employment,M&A,Nicole Olson,Ashlee Hughes,Christopher Silva,Michael Parker,450026,100,CL9142,Kylie Richard,"8272 Shields Squares
Shepardmouth, GA 91698",Inactive,Government,INV-71403,7/11/2024,74,57942,54,42282,1890,122,72.97,74,86,67338,783,16669,640,14361,3259,3703,8924,Trial,Negotiation,Client Meeting,11/17/2024,3,Client Meeting for York v. Jimenez,Profitable,Low,No,Yes,No
TK4603,Ana Stafford,Of Counsel,Terminated,New York,Tax,Intellectual Property,812,660,MT2822,Lawson v. Fisher,Criminal Case,Active,Sydney,Tax,M&A,Anthony Robbins,Brittany Adams MD,Lisa Valenzuela,Jasmine Rose,140658,290,CL0317,James Hughes,"7201 Vanessa Tunnel Apt. 854
Clarkport, MI 55360",Active,Government,INV-48345,6/15/2024,62,40920,62,40920,240,386,100,21.38,76,50160,660,12080,7364,9288,3512,298,6840,Trial,Negotiation,Client Meeting,3/26/2024,9,Client Meeting for Lawson v. Fisher,Unprofitable,High,Yes,No,No
TK2453,Caroline Larson,Law Clerk,Terminated,Toronto,Employment,Family Law,362,360,MT4920,Anderson v. Perez,M&A,Active,Toronto,Corporate,Intellectual Property,Sheri Peterson,Eric Williams,Russell Miller,Sandra Chapman,204308,373,CL8794,Salinas-Mcdaniel,"8776 Paige Via
North Derek, FM 69462",Active,Nonprofit,INV-16624,8/5/2023,101,36360,85,30600,957,387,84.16,27.08,116,41760,360,0,1934,7662,4837,3717,1070,Document Review,Drafting,Research Case Law,3/28/2024,10,Research Case Law for Anderson v. Perez,Unprofitable,Medium,No,No,No
TK7257,Madeline Anderson,Law Clerk,Terminated,Sydney,Tax,M&A,546,346,MT6332,Jackson v. Kirby,Patent Filing,Active,Sydney,Corporate,Intellectual Property,Jack Martin,Toni Jones,Gregory Harper,Jonathon Turner,174967,147,CL8409,Chris Dudley,"1764 Corey Crossroad
New Bettyborough, NC 76307",Inactive,Individual,INV-46179,2/4/2024,197,68162,179,61934,1118,29,90.86,134.01,197,68162,346,34592,3578,4764,4000,3548,1624,Discovery,Research,Research Case Law,6/21/2024,2,Research Case Law for Jackson v. Kirby,Unprofitable,Medium,Yes,No,Yes
TK7169,Kelly Patterson,Of Counsel,Active,London,Corporate,Commercial Litigation,383,281,MT8730,Jordan v. Huffman,Patent Filing,Active,Sydney,Litigation,M&A,Amanda Elliott,Breanna Garza,Amanda Watson,Paul Cook,430190,311,CL7141,Davis-Hull,"066 Julie Throughway Suite 037
Chadburgh, SD 89510",Inactive,Nonprofit,INV-61595,12/22/2023,54,15174,53,14893,862,512,98.15,17.36,57,16017,281,0,2523,8266,4209,699,9053,Trial,Filing,Client Meeting,3/13/2025,9,Client Meeting for Jordan v. Huffman,Unprofitable,Medium,No,Yes,Yes
TK7756,Dennis Wilkerson Jr.,Of Counsel,Terminated,London,Corporate,Criminal Defense,1496,1434,MT9841,Martin v. Mccormick,M&A,Active,Toronto,Real Estate,Family Law,Garrett Reed,Barbara Mitchell,Patrick Dodson,Christopher Macias,130905,320,CL2086,Rangel PLC,"702 David Terrace
Whitneyberg, KS 86319",Active,Individual,INV-90362,1/5/2024,175,250950,156,223704,1360,831,89.14,54.69,182,260988,1434,0,9181,899,3368,158,9485,Trial,Drafting,Research Case Law,9/2/2024,4,Research Case Law for Martin v. Mccormick,Profitable,Low,Yes,No,No
TK4883,Shannon Valdez,Law Clerk,Terminated,Toronto,Corporate,Criminal Defense,407,310,MT6167,Meadows v. Jenkins,Patent Filing,Active,Sydney,Corporate,M&A,Patrick Hall,Shannon Thompson,Michelle Hartman,Fernando Evans,87968,377,CL2900,"Dunn, Marshall and Davies","1495 Kennedy Lodge
Georgechester, MH 42455",Active,Government,INV-56571,8/14/2024,25,7750,7,2170,205,139,28,6.63,34,10540,310,9008,3517,11641,3297,4053,7387,Settlement,Deposition,Draft Motion,12/3/2024,9,Draft Motion for Meadows v. Jenkins,Profitable,Medium,No,No,No
TK9004,Casey Robinson,Paralegal,Active,London,Employment,M&A,819,749,MT5280,Page v. Williams,Divorce,Active,London,Litigation,Commercial Litigation,Harry Williams,Michael Dyer,Katherine Brown,Ronald Wells,486237,250,CL0826,Monica Sullivan,"2684 Jerry Meadows Suite 645
Jonathanport, WA 45322",Inactive,Individual,INV-85770,11/22/2023,163,122087,147,110103,720,288,90.18,65.2,179,134071,749,0,1225,12446,1973,1810,7524,Settlement,Deposition,Court Appearance,1/21/2025,8,Court Appearance for Page v. Williams,Profitable,Low,Yes,Yes,Yes
TK1039,Christopher Thornton,Of Counsel,Active,New York,Employment,Family Law,520,471,MT9976,Jones v. Castillo,M&A,Active,California,Litigation,Family Law,Adam Craig,Stephanie Cruz,Cindy Peterson,Penny Bonilla,336961,153,CL0350,Baker Inc,"Unit 0472 Box 5963
DPO AP 89671",Active,Nonprofit,INV-99369,12/6/2024,77,36267,68,32028,1269,14,88.31,50.33,93,43803,471,36597,3669,13136,6289,1784,6195,Discovery,Research,Document Review,3/7/2025,1,Document Review for Jones v. Castillo,Unprofitable,Medium,No,Yes,No
TK2685,Jane Martin,Law Clerk,Terminated,California,Tax,Criminal Defense,365,334,MT0481,Shannon v. Vargas,Criminal Case,Active,New York,Litigation,Commercial Litigation,Caitlin Davis,Grant Jacobs,Daniel Bailey,Christopher Lawrence,390198,201,CL9898,Savage and Sons,"1411 Diane Viaduct Apt. 349
Gregoryside, DC 04599",Inactive,Government,INV-99351,11/3/2023,84,28056,67,22378,1084,589,79.76,41.79,96,32064,334,24899,8365,9733,504,2178,4736,Settlement,Drafting,Court Appearance,9/2/2024,2,Court Appearance for Shannon v. Vargas,Profitable,High,No,No,Yes
