Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK3803,Felicia Garcia,Associate,426,253,MT9508,Harrison v. Norris,Divorce,CL5536,"Clayton, Rodriguez and Jones",5/18/2024,78,19734,64,16192,1692,974,82.05,19.7,78,19734,253,10/3/2024,6,Court Appearance for Harrison v. Norris,No,Yes
TK0525,Heather Green,Of Counsel,1400,1287,MT5509,Mills v. Garcia,M&A,CL8941,Roberta Braun,11/8/2023,138,177606,132,169884,929,672,95.65,79.77,149,191763,1287,11/25/2024,7,Research Case Law for Mills v. Garcia,No,No
TK7706,Tiffany Jones,Of Counsel,540,355,MT8461,Ryan v. Summers,Patent Filing,CL1167,Jennifer Soto,6/15/2023,72,25560,54,19170,1218,881,75,15.06,72,25560,355,7/12/2024,6,Client Meeting for Ryan v. Summers,Yes,No
TK7434,Hailey Campbell,Associate,179,82,MT8928,Davis v. Salas,M&A,CL0061,Smith-Chaney,11/14/2024,138,11316,120,9840,699,176,86.96,59.48,147,12054,82,6/2/2024,10,Court Appearance for Davis v. Salas,No,No
TK0439,Dustin Lee,Associate,792,634,MT0921,Anthony v. Sanford,Criminal Case,CL1622,"Lopez, Watkins and Potter",6/12/2023,145,91930,130,82420,593,102,89.66,29.9,145,91930,634,3/31/2024,6,Court Appearance for Anthony v. Sanford,Yes,No
TK1892,John Smith,Associate,1118,1104,MT6541,Mccullough v. Romero,Divorce,CL7821,Young-Weber,4/8/2023,117,129168,107,118128,266,578,91.45,24.12,117,129168,1104,1/12/2025,10,Document Review for Mccullough v. Romero,Yes,No
TK1755,Charles Hale,Associate,841,778,MT3321,Brooks v. Mueller,M&A,CL3687,Tiffany Morgan,12/15/2024,89,69242,70,54460,599,755,78.65,25.43,108,84024,778,10/16/2024,9,Draft Motion for Brooks v. Mueller,Yes,Yes
TK4158,William Jimenez,Of Counsel,636,580,MT2532,Grant v. Bowman,Divorce,CL7325,Barrera-Walker,8/5/2023,116,67280,97,56260,1911,442,83.62,53.21,127,73660,580,8/14/2024,1,Client Meeting for Grant v. Bowman,Yes,No
TK0081,Christopher Montgomery,Law Clerk,1256,1146,MT6474,Martinez v. Moore,M&A,CL4086,Alexander Ltd,3/11/2024,175,200550,158,181068,1456,161,90.29,40.6,184,210864,1146,8/26/2024,6,Client Meeting for Martinez v. Moore,No,Yes
TK3852,Jennifer Anderson MD,Associate,333,159,MT4275,Fox v. Sandoval,Divorce,CL8975,James Osborne,4/23/2023,125,19875,116,18444,1301,308,92.8,26.6,132,20988,159,6/18/2024,6,Document Review for Fox v. Sandoval,Yes,Yes
TK8777,Monica Ross,Paralegal,432,286,MT7419,Jenkins v. Carpenter,Patent Filing,CL8023,Wolfe Group,2/6/2024,132,37752,116,33176,1471,284,87.88,35.68,142,40612,286,12/1/2024,10,Client Meeting for Jenkins v. Carpenter,No,No
TK8128,James Sparks,Associate,906,804,MT8385,Flores v. Hughes,Litigation,CL2517,"Ritter, Rodgers and Johnson",9/20/2024,147,118188,127,102108,52,727,86.39,37.89,150,120600,804,1/21/2025,6,Research Case Law for Flores v. Hughes,No,Yes
TK0745,Lisa Smith,Associate,799,739,MT9535,Morrison v. Brown,Litigation,CL6441,"Davis, Graham and Day",3/28/2023,23,16997,19,14041,1442,161,82.61,9.16,36,26604,739,5/10/2024,1,Court Appearance for Morrison v. Brown,Yes,No
TK9117,Rachel Snyder,Paralegal,1215,1090,MT5486,Morris v. Weaver,Litigation,CL2010,"Douglas, Navarro and Blake",9/10/2024,48,52320,46,50140,1579,880,95.83,11.37,54,58860,1090,5/13/2024,10,Draft Motion for Morris v. Weaver,Yes,Yes
TK1799,Laura May,Associate,717,695,MT0382,Jackson v. Marks,Litigation,CL0853,Randall-Wilson,2/2/2025,162,112590,152,105640,1534,189,93.83,62.31,167,116065,695,2/1/2025,9,Draft Motion for Jackson v. Marks,Yes,No
TK5899,Virginia Hunt,Of Counsel,551,411,MT2403,Townsend v. Ferguson,Criminal Case,CL1212,Amanda Villa,12/10/2023,188,77268,181,74391,116,17,96.28,58.02,199,81789,411,4/30/2024,6,Client Meeting for Townsend v. Ferguson,No,Yes
TK9316,Megan Gordon,Paralegal,1338,1316,MT3931,Harris v. Olsen,Criminal Case,CL0155,Paul Webb,9/3/2023,92,121072,87,114492,1962,609,94.57,23.96,97,127652,1316,5/26/2024,3,Client Meeting for Harris v. Olsen,Yes,Yes
TK3493,Brenda Carter,Paralegal,1324,1127,MT9733,Jenkins v. Foster,Litigation,CL9469,Ryan Travis,7/6/2023,142,160034,132,148764,1751,42,92.96,68.27,146,164542,1127,1/3/2025,1,Research Case Law for Jenkins v. Foster,Yes,Yes
TK4052,Kyle Phillips,Of Counsel,529,457,MT4856,Ortega v. Kennedy,Litigation,CL3494,Francis-Harris,12/9/2023,153,69921,136,62152,1402,691,88.89,59.77,154,70378,457,2/12/2025,1,Client Meeting for Ortega v. Kennedy,No,Yes
TK8416,Isaiah George,Law Clerk,347,184,MT6585,Hensley v. Page,M&A,CL6290,Torres-Jensen,10/2/2024,123,22632,114,20976,634,18,92.68,65.43,132,24288,184,12/22/2024,2,Court Appearance for Hensley v. Page,No,No
TK6799,Renee Davis,Law Clerk,668,553,MT2279,Gardner v. Jackson,Patent Filing,CL5544,"Collins, Martinez and Huff",4/29/2023,151,83503,138,76314,1268,242,91.39,94.97,157,86821,553,6/2/2024,4,Document Review for Gardner v. Jackson,Yes,No
TK9520,Evelyn Lee,Law Clerk,1365,1321,MT6944,Dennis v. Mcintosh,Criminal Case,CL0436,Garcia-Johnson,8/5/2024,122,161162,120,158520,673,698,98.36,51.48,136,179656,1321,11/9/2024,6,Client Meeting for Dennis v. Mcintosh,Yes,No
TK4484,Jacob Campbell,Law Clerk,1154,1005,MT4514,Larsen v. Smith,Criminal Case,CL8487,Mary Hill,8/9/2023,142,142710,139,139695,1705,79,97.89,29.65,148,148740,1005,2/28/2025,10,Draft Motion for Larsen v. Smith,No,Yes
TK3116,Anthony Garcia PhD,Law Clerk,210,98,MT8483,Coleman v. Quinn,M&A,CL9834,"Gonzalez, Wilson and Watts",12/10/2024,36,3528,17,1666,1813,894,47.22,12.63,45,4410,98,1/18/2025,8,Document Review for Coleman v. Quinn,Yes,No
TK5912,Margaret Coleman,Of Counsel,1270,1241,MT4586,Brown v. Diaz,Divorce,CL7104,Anderson-May,10/27/2024,29,35989,19,23579,1756,500,65.52,10.82,41,50881,1241,1/22/2025,8,Court Appearance for Brown v. Diaz,No,No
TK1085,Joseph Harris,Of Counsel,791,726,MT7519,Barton v. Small,Criminal Case,CL1592,Michael Mendez,7/22/2024,45,32670,43,31218,952,475,95.56,24.59,54,39204,726,5/22/2024,10,Court Appearance for Barton v. Small,Yes,No
TK1534,Alexis Lopez,Paralegal,1037,944,MT0107,Soto v. Herman,Patent Filing,CL9485,David Ellis,7/13/2023,151,142544,141,133104,399,45,93.38,58.98,170,160480,944,7/20/2024,10,Court Appearance for Soto v. Herman,No,No
TK0188,Donald Peterson,Partner,911,783,MT8914,York v. Jimenez,M&A,CL9142,Kylie Richard,7/11/2024,74,57942,54,42282,1890,122,72.97,74,86,67338,783,11/17/2024,3,Client Meeting for York v. Jimenez,No,No
TK4603,Ana Stafford,Of Counsel,812,660,MT2822,Lawson v. Fisher,Criminal Case,CL0317,James Hughes,6/15/2024,62,40920,62,40920,240,386,100,21.38,76,50160,660,3/26/2024,9,Client Meeting for Lawson v. Fisher,Yes,No
TK2453,Caroline Larson,Law Clerk,362,360,MT4920,Anderson v. Perez,M&A,CL8794,Salinas-Mcdaniel,8/5/2023,101,36360,85,30600,957,387,84.16,27.08,116,41760,360,3/28/2024,10,Research Case Law for Anderson v. Perez,No,No
TK7257,Madeline Anderson,Law Clerk,546,346,MT6332,Jackson v. Kirby,Patent Filing,CL8409,Chris Dudley,2/4/2024,197,68162,179,61934,1118,29,90.86,134.01,197,68162,346,6/21/2024,2,Research Case Law for Jackson v. Kirby,Yes,Yes
TK7169,Kelly Patterson,Of Counsel,383,281,MT8730,Jordan v. Huffman,Patent Filing,CL7141,Davis-Hull,12/22/2023,54,15174,53,14893,862,512,98.15,17.36,57,16017,281,3/13/2025,9,Client Meeting for Jordan v. Huffman,No,Yes
TK7756,Dennis Wilkerson Jr.,Of Counsel,1496,1434,MT9841,Martin v. Mccormick,M&A,CL2086,Rangel PLC,1/5/2024,175,250950,156,223704,1360,831,89.14,54.69,182,260988,1434,9/2/2024,4,Research Case Law for Martin v. Mccormick,Yes,No
TK4883,Shannon Valdez,Law Clerk,407,310,MT6167,Meadows v. Jenkins,Patent Filing,CL2900,"Dunn, Marshall and Davies",8/14/2024,25,7750,7,2170,205,139,28,6.63,34,10540,310,12/3/2024,9,Draft Motion for Meadows v. Jenkins,No,No
TK9004,Casey Robinson,Paralegal,819,749,MT5280,Page v. Williams,Divorce,CL0826,Monica Sullivan,11/22/2023,163,122087,147,110103,720,288,90.18,65.2,179,134071,749,1/21/2025,8,Court Appearance for Page v. Williams,Yes,Yes
TK1039,Christopher Thornton,Of Counsel,520,471,MT9976,Jones v. Castillo,M&A,CL0350,Baker Inc,12/6/2024,77,36267,68,32028,1269,14,88.31,50.33,93,43803,471,3/7/2025,1,Document Review for Jones v. Castillo,No,No
TK2685,Jane Martin,Law Clerk,365,334,MT0481,Shannon v. Vargas,Criminal Case,CL9898,Savage and Sons,11/3/2023,84,28056,67,22378,1084,589,79.76,41.79,96,32064,334,9/2/2024,2,Court Appearance for Shannon v. Vargas,No,Yes
TK6601,Charles Brown,Law Clerk,395,287,MT7750,Pope v. Meyers,M&A,CL8115,"Vargas, Soto and Hall",4/30/2023,29,8323,20,5740,602,40,68.97,6.4,43,12341,287,5/6/2024,5,Research Case Law for Pope v. Meyers,No,No
TK1784,Cynthia Martinez,Associate,959,953,MT0739,Jimenez v. Harmon,Divorce,CL3301,Spencer Ltd,11/21/2024,117,111501,110,104830,531,264,94.02,42.09,137,130561,953,10/18/2024,2,Court Appearance for Jimenez v. Harmon,Yes,Yes
TK3239,Jose Sanchez,Law Clerk,1131,1012,MT2449,Cooper v. Wise,Litigation,CL7980,Scott Mclean,9/12/2024,195,197340,189,191268,1545,372,96.92,40.88,209,211508,1012,1/30/2025,3,Court Appearance for Cooper v. Wise,No,No
TK4993,Paul Byrd,Of Counsel,1012,924,MT4447,Williams v. Williams,Criminal Case,CL8040,Cunningham-Scott,4/18/2023,65,60060,63,58212,660,15,96.92,32.66,72,66528,924,12/7/2024,9,Client Meeting for Williams v. Williams,Yes,Yes
TK8874,Victoria Jimenez,Law Clerk,1440,1259,MT0450,Moss v. Davis,Divorce,CL3372,Obrien LLC,11/6/2024,74,93166,73,91907,1901,289,98.65,36.27,81,101979,1259,8/17/2024,9,Document Review for Moss v. Davis,Yes,No
TK9767,Edward Ramirez,Partner,695,675,MT2057,Smith v. Page,Criminal Case,CL2854,Christopher Coleman,9/21/2024,56,37800,50,33750,1294,243,89.29,20,71,47925,675,7/25/2024,2,Document Review for Smith v. Page,No,No
TK1796,Kimberly Lee,Of Counsel,506,496,MT6922,Johnson v. Oneal,Litigation,CL2962,Jimmy Ruiz,11/7/2024,135,66960,122,60512,205,788,90.37,28.36,144,71424,496,1/23/2025,9,Court Appearance for Johnson v. Oneal,Yes,No
TK7143,Adam Sanchez,Associate,814,614,MT9930,Spencer v. Huff,Patent Filing,CL0389,Savage-Francis,1/15/2025,61,37454,41,25174,1083,519,67.21,19.87,78,47892,614,9/7/2024,5,Draft Motion for Spencer v. Huff,Yes,No
TK8287,Dennis Smith,Paralegal,727,621,MT0141,Ruiz v. Hernandez,Criminal Case,CL4977,Floyd-Jones,10/1/2023,197,122337,194,120474,1778,659,98.48,67.47,208,129168,621,10/6/2024,2,Draft Motion for Ruiz v. Hernandez,Yes,No
TK6613,Julie Vincent,Associate,1344,1183,MT2656,Simpson v. Roberts,Criminal Case,CL8349,"Cox, Williams and Woods",3/1/2025,51,60333,33,39039,1987,603,64.71,21.89,64,75712,1183,8/31/2024,6,Client Meeting for Simpson v. Roberts,Yes,No
TK8762,Gregory Newton,Associate,568,416,MT0259,Lee v. Oconnor,Criminal Case,CL8063,"French, Hill and Dunlap",10/31/2023,137,56992,131,54496,1576,676,95.62,91.33,154,64064,416,1/8/2025,8,Client Meeting for Lee v. Oconnor,No,Yes
TK4665,Kevin Mora,Law Clerk,365,197,MT9003,Pruitt v. Burns,Divorce,CL8117,Carson Group,2/14/2024,102,20094,86,16942,153,374,84.31,29.74,118,23246,197,8/6/2024,1,Draft Motion for Pruitt v. Burns,Yes,No
TK6663,Steven Mcbride,Partner,1194,1128,MT0229,King v. Nicholson,Criminal Case,CL0236,Scott Peterson,3/31/2024,97,109416,97,109416,435,406,100,91.51,108,121824,1128,10/7/2024,3,Document Review for King v. Nicholson,Yes,Yes
TK8034,Shawn Johnston,Paralegal,1021,960,MT6516,Christian v. Parker,Criminal Case,CL2842,Williams-Hughes,1/22/2025,105,100800,86,82560,1913,897,81.9,37.91,116,111360,960,10/20/2024,6,Draft Motion for Christian v. Parker,Yes,No
TK9681,Melissa Johnson,Partner,860,837,MT2423,Walls v. Atkins,Criminal Case,CL0316,Horn-Montoya,8/8/2023,127,106299,117,97929,802,204,92.13,34.51,132,110484,837,7/30/2024,7,Document Review for Walls v. Atkins,Yes,Yes
TK3918,Lisa Johnson,Paralegal,1167,1076,MT1801,Jones v. Baker,M&A,CL5366,"Sandoval, Davidson and Alexander",9/1/2023,49,52724,34,36584,1777,72,69.39,26.2,60,64560,1076,4/5/2024,1,Draft Motion for Jones v. Baker,No,Yes
TK9448,Brittany Hayes,Of Counsel,182,138,MT9172,Murphy v. Larson,Divorce,CL3255,White-Nelson,11/5/2024,34,4692,22,3036,427,259,64.71,8.76,54,7452,138,6/4/2024,4,Court Appearance for Murphy v. Larson,No,No
TK1441,Tara Anthony,Of Counsel,1191,1063,MT5958,Hicks v. Gray,Criminal Case,CL4482,Amanda Osborn,3/7/2024,87,92481,71,75473,1216,967,81.61,23.02,102,108426,1063,8/4/2024,10,Document Review for Hicks v. Gray,Yes,Yes
TK2983,Misty Burke,Associate,1253,1156,MT8161,Shannon v. Richardson,Patent Filing,CL8422,Brooks-Wise,5/17/2024,117,135252,99,114444,336,72,84.62,53.92,131,151436,1156,12/28/2024,5,Document Review for Shannon v. Richardson,No,No
TK7397,Chase Murphy,Of Counsel,288,185,MT9184,Rivera v. Contreras,Divorce,CL6198,Mr. Jose Tucker,8/31/2024,142,26270,140,25900,340,119,98.59,35.59,144,26640,185,10/14/2024,7,Court Appearance for Rivera v. Contreras,No,No
TK2328,Jessica Martin,Associate,1004,992,MT2231,Archer v. Lindsey,Litigation,CL6743,Hernandez-Barr,5/16/2024,63,62496,63,62496,1782,853,100,21.5,68,67456,992,1/7/2025,1,Court Appearance for Archer v. Lindsey,Yes,Yes
TK7627,Donald Cooper,Associate,1230,1052,MT5231,Buchanan v. Preston,Patent Filing,CL5279,Cabrera-Hodges,4/28/2024,104,109408,103,108356,274,646,99.04,44.64,124,130448,1052,11/20/2024,7,Court Appearance for Buchanan v. Preston,No,Yes
TK1945,Elizabeth Fisher,Partner,737,704,MT1216,Mcclain v. Miller,Divorce,CL9565,Virginia Gomez,12/26/2023,113,79552,100,70400,169,903,88.5,60.43,130,91520,704,6/24/2024,8,Draft Motion for Mcclain v. Miller,No,Yes
TK0603,Bridget Hanson,Of Counsel,304,151,MT0243,Smith v. Norton,M&A,CL8485,"Pierce, Spears and Roberts",11/24/2023,151,22801,136,20536,1202,67,90.07,48.71,166,25066,151,5/11/2024,10,Client Meeting for Smith v. Norton,Yes,Yes
TK9176,Matthew Valdez,Associate,1298,1296,MT8244,Wilkins v. Acosta,M&A,CL0679,Samantha Dunn,7/8/2023,69,89424,51,66096,762,741,73.91,15.16,80,103680,1296,12/1/2024,2,Client Meeting for Wilkins v. Acosta,No,No
TK4352,Alexandra White,Associate,936,797,MT1942,Moore v. Garcia,Patent Filing,CL1625,Grant Inc,9/25/2023,198,157806,196,156212,1836,522,98.99,75,212,168964,797,6/30/2024,7,Court Appearance for Moore v. Garcia,No,Yes
TK6994,Jared Perez,Partner,527,526,MT2479,Avila v. Torres,M&A,CL8554,Brian Burke,2/11/2025,144,75744,138,72588,940,39,95.83,44.86,162,85212,526,2/23/2025,10,Client Meeting for Avila v. Torres,No,No
TK4272,Julie Davis,Of Counsel,1304,1210,MT4677,Cooper v. Williams,Patent Filing,CL7507,William Brooks,8/16/2024,59,71390,50,60500,797,692,84.75,28.23,70,84700,1210,9/6/2024,6,Research Case Law for Cooper v. Williams,No,Yes
TK4183,Ernest Martin,Associate,698,619,MT9227,Duncan v. Miller,Divorce,CL3845,Stein and Sons,8/8/2024,174,107706,157,97183,1559,950,90.23,70.16,179,110801,619,11/6/2024,4,Research Case Law for Duncan v. Miller,No,Yes
TK6285,Christopher Reid,Partner,1344,1284,MT2944,Delgado v. Hughes,Criminal Case,CL4949,Buchanan-Brock,8/2/2023,136,174624,124,159216,400,245,91.18,38.75,146,187464,1284,5/21/2024,1,Research Case Law for Delgado v. Hughes,Yes,Yes
TK5362,Jason Johnson,Associate,1012,992,MT1628,Love v. Stone,Patent Filing,CL5350,"Baker, Smith and Ramos",12/29/2023,162,160704,159,157728,1079,258,98.15,46.02,162,160704,992,3/29/2024,3,Client Meeting for Love v. Stone,No,No
TK1812,Tracy Patel,Of Counsel,1406,1208,MT5416,Bernard v. Holmes,Divorce,CL9031,Christopher Turner,8/12/2023,112,135296,111,134088,357,442,99.11,27.59,124,149792,1208,6/16/2024,1,Research Case Law for Bernard v. Holmes,Yes,No
TK9912,Jessica Johns,Partner,1304,1287,MT0426,Proctor v. Gonzalez,Divorce,CL6505,Cowan PLC,4/14/2024,147,189189,133,171171,427,670,90.48,43.49,149,191763,1287,7/19/2024,6,Client Meeting for Proctor v. Gonzalez,No,No
TK1567,Paige Keller,Paralegal,885,825,MT1511,Mendoza v. Glover,Criminal Case,CL3497,Murray Inc,2/5/2025,167,137775,162,133650,757,255,97.01,53.53,172,141900,825,12/7/2024,7,Client Meeting for Mendoza v. Glover,Yes,Yes
TK7490,Shawn Peters,Partner,639,478,MT8886,Ward v. Olsen,Criminal Case,CL2452,Julie Leonard,8/14/2024,130,62140,117,55926,391,733,90,43.48,148,70744,478,5/27/2024,8,Document Review for Ward v. Olsen,Yes,No
TK7383,Amy Smith,Law Clerk,662,554,MT2393,Ramos v. Johnson,Patent Filing,CL2198,Lang-Santiago,9/10/2024,130,72020,114,63156,159,578,87.69,34.3,131,72574,554,1/2/2025,3,Document Review for Ramos v. Johnson,Yes,Yes
TK6435,Catherine Clements,Partner,317,192,MT3642,Phillips v. Lamb,M&A,CL4008,Melendez and Sons,9/8/2023,99,19008,89,17088,859,811,89.9,40.24,100,19200,192,11/12/2024,10,Document Review for Phillips v. Lamb,No,Yes
TK9109,Michael Garcia,Of Counsel,722,586,MT0867,Wilson v. Vance,Criminal Case,CL7006,Jacqueline Wilson,9/12/2024,55,32230,41,24026,584,927,74.55,31.61,68,39848,586,1/2/2025,4,Research Case Law for Wilson v. Vance,No,Yes
TK1618,James Davis,Of Counsel,936,753,MT0935,Murphy v. Nichols,M&A,CL2631,Stevens LLC,7/21/2023,126,94878,122,91866,473,53,96.83,41.45,137,103161,753,3/19/2025,2,Document Review for Murphy v. Nichols,No,Yes
TK5541,Robert Mcdonald,Partner,783,779,MT2894,Dougherty v. Avila,Divorce,CL7151,Johnson-Wright,5/13/2024,70,54530,69,53751,661,39,98.57,19.61,78,60762,779,12/15/2024,10,Draft Motion for Dougherty v. Avila,No,No
TK1029,Cynthia Maxwell,Partner,1338,1246,MT0042,Bernard v. Smith,Divorce,CL0452,Laura Martin,7/25/2023,98,122108,84,104664,1442,240,85.71,24.38,99,123354,1246,10/27/2024,5,Client Meeting for Bernard v. Smith,Yes,Yes
TK1076,Andrew Jordan,Partner,1011,971,MT1028,Thompson v. Owens,Patent Filing,CL5527,"Chavez, Finley and Nash",7/20/2024,170,165070,155,150505,147,304,91.18,59.03,186,180606,971,10/16/2024,5,Document Review for Thompson v. Owens,Yes,Yes
TK9622,Barry Salazar,Partner,1081,992,MT1629,Richardson v. Reyes,Litigation,CL7199,Ramirez and Sons,11/25/2023,24,23808,9,8928,396,513,37.5,11.76,41,40672,992,3/8/2025,7,Draft Motion for Richardson v. Reyes,No,No
TK9162,Andrew Graham,Partner,265,89,MT5939,Wong v. Williams,M&A,CL1982,"Clements, Gutierrez and Perry",1/16/2025,152,13528,132,11748,733,6,86.84,33.04,166,14774,89,8/16/2024,1,Draft Motion for Wong v. Williams,Yes,No
TK3545,Craig Schmidt,Law Clerk,749,737,MT8982,Daniels v. Marsh,M&A,CL8429,Smith PLC,7/15/2023,63,46431,51,37587,1098,886,80.95,16.98,77,56749,737,2/3/2025,9,Document Review for Daniels v. Marsh,No,Yes
TK8917,Jill Adams,Associate,537,408,MT9620,Carlson v. Henderson,Litigation,CL9975,Johnson Ltd,4/30/2023,140,57120,126,51408,1594,225,90,30.3,145,59160,408,9/12/2024,4,Client Meeting for Carlson v. Henderson,Yes,Yes
TK5293,Ryan White,Partner,805,752,MT9020,Becker v. Miles,M&A,CL9178,Acosta Ltd,7/25/2023,170,127840,161,121072,1410,545,94.71,46.07,174,130848,752,9/21/2024,3,Research Case Law for Becker v. Miles,Yes,No
TK9861,Christopher Gutierrez,Partner,680,512,MT4648,Castillo v. Shepherd,Divorce,CL1850,Patton-Willis,8/7/2024,154,78848,143,73216,393,621,92.86,48.73,158,80896,512,9/21/2024,2,Client Meeting for Castillo v. Shepherd,Yes,No
TK8637,Anthony English,Law Clerk,1213,1128,MT4630,Fuentes v. Powers,Divorce,CL2218,Yvonne Rodriguez,7/7/2023,64,72192,63,71064,81,13,98.44,20.58,64,72192,1128,6/27/2024,1,Draft Motion for Fuentes v. Powers,No,Yes
TK3421,Jennifer Page,Partner,587,407,MT9296,Jacobs v. Larsen,Litigation,CL8718,Reeves-Reed,12/6/2023,32,13024,13,5291,251,690,40.62,8.12,46,18722,407,2/1/2025,7,Court Appearance for Jacobs v. Larsen,Yes,No
TK1991,Lauren Scott,Partner,345,295,MT5639,Hughes v. Rowe,Litigation,CL7814,Lucas Group,4/4/2023,121,35695,113,33335,1551,341,93.39,40.47,126,37170,295,3/27/2024,1,Document Review for Hughes v. Rowe,Yes,Yes
TK3001,Dillon Brock,Paralegal,1346,1282,MT2871,Nelson v. Lopez,Litigation,CL2684,"Castillo, Castillo and Jordan",5/8/2024,57,73074,44,56408,646,189,77.19,45.97,58,74356,1282,7/14/2024,5,Document Review for Nelson v. Lopez,No,Yes
TK4582,Andrew Mahoney,Of Counsel,489,328,MT3143,Johnson v. Navarro,Patent Filing,CL1668,Chen-Coleman,1/14/2024,31,10168,31,10168,52,685,100,7.36,35,11480,328,7/13/2024,9,Draft Motion for Johnson v. Navarro,No,No
TK4720,John Taylor,Of Counsel,308,168,MT5073,Snow v. Morris,Divorce,CL0540,Daniel Morgan,2/16/2024,175,29400,161,27048,473,980,92,66.79,181,30408,168,6/8/2024,8,Draft Motion for Snow v. Morris,No,Yes
TK5909,Christopher Potter,Of Counsel,984,822,MT7729,Henderson v. Holmes,Criminal Case,CL8208,Thomas Phillips,8/7/2024,38,31236,38,31236,1128,147,100,8.74,51,41922,822,8/9/2024,4,Draft Motion for Henderson v. Holmes,No,No
TK2028,Stephen Riley,Law Clerk,546,363,MT4613,Young v. Meyer,Criminal Case,CL0478,Williams-Reed,7/21/2023,109,39567,104,37752,162,481,95.41,49.32,110,39930,363,11/22/2024,7,Research Case Law for Young v. Meyer,No,Yes
TK7147,Sarah Mendez,Partner,446,415,MT1675,Doyle v. Jones,M&A,CL7218,Clark-Lewis,12/21/2024,128,53120,115,47725,962,990,89.84,49.81,139,57685,415,2/26/2025,6,Court Appearance for Doyle v. Jones,No,No
TK2432,Dan Lee,Law Clerk,931,888,MT6161,Nicholson v. Smith,Divorce,CL8517,Casey Anderson,12/27/2024,146,129648,143,126984,1793,117,97.95,55.09,165,146520,888,8/22/2024,9,Client Meeting for Nicholson v. Smith,No,Yes
TK2294,Nichole Benson,Law Clerk,353,350,MT7927,Underwood v. Lawrence,Litigation,CL0574,Waters-Mathis,6/19/2023,120,42000,108,37800,1810,712,90,31.33,130,45500,350,6/4/2024,4,Court Appearance for Underwood v. Lawrence,No,No
TK0733,Craig Cameron,Partner,769,698,MT5654,Wolfe v. Patel,Patent Filing,CL1735,Katrina Roberts,12/14/2024,144,100512,135,94230,1568,203,93.75,68.57,151,105398,698,4/23/2024,1,Client Meeting for Wolfe v. Patel,No,No
TK9716,Jaime Solis,Associate,575,389,MT8306,Wallace v. Brown,Patent Filing,CL9726,"Sloan, Perez and Robinson",7/28/2024,50,19450,43,16727,1718,852,86,11.24,64,24896,389,12/23/2024,7,Document Review for Wallace v. Brown,Yes,No
TK3079,Henry Burgess,Of Counsel,757,745,MT6105,Reyes v. Mccullough,Criminal Case,CL8849,"Morris, Rich and Fuentes",10/16/2024,87,64815,87,64815,843,657,100,24.37,96,71520,745,1/3/2025,2,Document Review for Reyes v. Mccullough,Yes,No
